2331  Compositions 

alloy     Yield Strength, GPa
===============================
Li20Be10Pd10Gd10B10Ni10Au10 0.79570612368281
Li20Ni20Au20Be10Pd10Gd10B10 0.787891382659971
Li20B20Be10Pd10Gd10Ni10Au10 0.830244700901527
Li20Gd20Be10Pd10B10Ni10Au10 0.786764253447574
Li20Pd20Be10Gd10B10Ni10Au10 0.803147534838591
Li20Be20Pd10Gd10B10Ni10Au10 0.787022087161428
Li30Be10Pd10Gd10B10Ni10Au10 0.796727216405968
Li20Co10Fe10Zn10Gd10Au10Al10 0.78483833027241
Li20Au20Al20Co10Fe10Zn10Gd10 0.774917226429246
Li20Gd20Co10Fe10Zn10Au10Al10 0.821585221690762
Li20Zn20Co10Fe10Gd10Au10Al10 0.774322027851643
Li20Fe20Co10Zn10Gd10Au10Al10 0.791414779906329
Li20Co20Fe10Zn10Gd10Au10Al10 0.776007960606304
Li30Co10Fe10Zn10Gd10Au10Al10 0.783236087264679
Li20La10Hf10Ag10B10Ca10Gd10 0.664549722244926
Li20Ca20Gd20La10Hf10Ag10B10 0.660295897232743
Li20B20La10Hf10Ag10Ca10Gd10 0.68965648580867
Li20Ag20La10Hf10B10Ca10Gd10 0.657537494522761
Li20Hf20La10Ag10B10Ca10Gd10 0.672971774053574
Li20La20Hf10Ag10B10Ca10Gd10 0.655759410582677
Li30La10Hf10Ag10B10Ca10Gd10 0.659228124410497
Li20Ta10P10Be10Sc10Zn10Cu10 0.895138672597628
Li20Zn20Cu20Ta10P10Be10Sc10 0.888730369469162
Li20Sc20Ta10P10Be10Zn10Cu10 0.935434653677978
Li20Be20Ta10P10Sc10Zn10Cu10 0.88342778856674
Li20P20Ta10Be10Sc10Zn10Cu10 0.907188721299388
Li20Ta20P10Be10Sc10Zn10Cu10 0.881676904311255
Li30Ta10P10Be10Sc10Zn10Cu10 0.886023815403543
Li20Al10Fe10Ca10P10Co10Ni10 0.574482750754573
Li20Co20Ni20Al10Fe10Ca10P10 0.568520585596011
Li20P20Al10Fe10Ca10Co10Ni10 0.59755264020326
Li20Ca20Al10Fe10P10Co10Ni10 0.568830702194969
Li20Fe20Al10Ca10P10Co10Ni10 0.580711959814352
Li20Al20Fe10Ca10P10Co10Ni10 0.569154771309002
Li30Al10Fe10Ca10P10Co10Ni10 0.575036538426157
Be20Ag10Gd10Fe10Au10Si10Mg10 1.48921228109783
Be20Si20Mg20Ag10Gd10Fe10Au10 1.47256085966808
Be20Au20Ag10Gd10Fe10Si10Mg10 1.56949278602185
Be20Fe20Ag10Gd10Au10Si10Mg10 1.46112957071573
Be20Gd20Ag10Fe10Au10Si10Mg10 1.50907156630717
Be20Ag20Gd10Fe10Au10Si10Mg10 1.46959311754322
Be30Ag10Gd10Fe10Au10Si10Mg10 1.4822559149059
Be20Fe10Zn10Co10Zr10La10Nb10 1.37424122283578
Be20La20Nb20Fe10Zn10Co10Zr10 1.3595421201242
Be20Zr20Fe10Zn10Co10La10Nb10 1.44545255743171
Be20Co20Fe10Zn10Zr10La10Nb10 1.34971809160529
Be20Zn20Fe10Co10Zr10La10Nb10 1.38885042461668
Be20Fe20Zn10Co10Zr10La10Nb10 1.35567870367697
Be30Fe10Zn10Co10Zr10La10Nb10 1.37811958705589
Be20Pd10Ag10Zr10Nb10Ca10P10 1.78576177015308
Be20Ca20P20Pd10Ag10Zr10Nb10 1.77484949555745
Be20Nb20Pd10Ag10Zr10Ca10P10 1.8771829748023
Be20Zr20Pd10Ag10Nb10Ca10P10 1.75332957361511
Be20Ag20Pd10Zr10Nb10Ca10P10 1.80911429427379
Be20Pd20Ag10Zr10Nb10Ca10P10 1.75901258539408
Be30Pd10Ag10Zr10Nb10Ca10P10 1.77561497585034
Be20Pd10Si10P10B10Ca10Zr10 1.79399233277807
Be20Ca20Zr20Pd10Si10P10B10 1.77366350770581
Be20B20Pd10Si10P10Ca10Zr10 1.90484257351829
Be20P20Pd10Si10B10Ca10Zr10 1.75572844691103
Be20Si20Pd10P10B10Ca10Zr10 1.8274934535105
Be20Pd20Si10P10B10Ca10Zr10 1.7655848399964
Be30Pd10Si10P10B10Ca10Zr10 1.80827656280587
Be20Cr10Pd10Fe10Mo10B10Nb10 1.78058099922974
Be20B20Nb20Cr10Pd10Fe10Mo10 1.76513007478427
Be20Mo20Cr10Pd10Fe10B10Nb10 1.87358716459126
Be20Fe20Cr10Pd10Mo10B10Nb10 1.74565985175196
Be20Pd20Cr10Fe10Mo10B10Nb10 1.80481653871962
Be20Cr20Pd10Fe10Mo10B10Nb10 1.75877470838695
Be30Cr10Pd10Fe10Mo10B10Nb10 1.78268617674627
B20P10La10Gd10Be10Al10Ti10 3.05895438884096
