1962  Compositions 

alloy     Elastic Modulus, GPa
===============================
Mo60Li20W20 96.8690346598354
W40Mo40Li20 99.0803512941655
W60Li20Mo20 101.040233081848
Li40Mo40W20 96.2751208385912
Li40W40Mo20 98.3228302680648
Li60W20Mo20 95.7402233588451
Mg60Li20Zn20 40.4051814015689
Zn40Mg40Li20 43.0209225769701
Zn60Li20Mg20 46.0664945254312
Li40Mg40Zn20 41.9141409092999
Li40Zn40Mg20 44.9382645356921
Li60Zn20Mg20 44.085877456837
Nb60Li20Hf20 99.1174925920694
Hf40Nb40Li20 101.667936285252
Hf60Li20Nb20 104.345591183783
Li40Nb40Hf20 98.1540523581224
Li40Hf40Nb20 100.678215751371
Li60Hf20Nb20 97.46649099068
La60Li20Ni20 74.6749886420447
Ni40La40Li20 76.2229010882371
Ni60Li20La20 78.0626133481455
Li40La40Ni20 72.8976626903784
Li40Ni40La20 74.7770318476027
Li60Ni20La20 72.0107395366146
Mo60Li20Ta20 112.136134862808
Ta40Mo40Li20 114.503062183258
Ta60Li20Mo20 116.812498237928
Li40Mo40Ta20 109.883432606485
Li40Ta40Mo20 112.086765668005
Li60Ta20Mo20 107.815695544202
Sn60Be20Zr20 197.439387911802
Zr40Sn40Be20 191.632532426011
Zr60Be20Sn20 186.187069964654
Be40Sn40Zr20 185.854118067349
Be40Zr40Sn20 180.39961787722
Be60Zr20Sn20 175.03417058597
Zn60Be20Ti20 93.6633880204354
Ti40Zn40Be20 93.6493433062688
Ti60Be20Zn20 93.7266359804259
Be40Zn40Ti20 92.4231229563455
Be40Ti40Zn20 92.5710161938611
Be60Ti20Zn20 91.6086222211671
Nb60Be20Ca20 151.96240635979
Ca40Nb40Be20 147.726302909004
Ca60Be20Nb20 144.042110789949
Be40Nb40Ca20 143.235097606078
Be40Ca40Nb20 139.740009199339
Be60Ca20Nb20 135.860607435092
Ti60Be20La20 130.85731026863
La40Ti40Be20 129.11747193726
La60Be20Ti20 127.492258237481
Be40Ti40La20 125.291703945168
Be40La40Ti20 123.747680016792
Be60La20Ti20 120.485990995997
Pd60Be20P20 173.171722591441
P40Pd40Be20 171.807945901768
P60Be20Pd20 170.378915575913
Be40Pd40P20 164.379971491674
Be40P40Pd20 162.890486638107
Be60P20Pd20 156.014339199051
W60B20Ca20 292.949973011692
Ca40W40B20 288.464638009064
Ca60B20W20 283.849953680429
B40W40Ca20 283.216974492971
B40Ca40W20 278.272292517243
B60Ca20W20 272.383909390822
Mo60B20W20 319.250080462414
W40Mo40B20 317.899427710182
W60B20Mo20 316.339895319324
B40Mo40W20 316.163357371468
B40W40Mo20 314.484238764772
B60W20Mo20 312.472164652086
Be60B20Co20 271.320629097513
Co40Be40B20 269.283920744625
Co60B20Be20 267.31353031799
B40Be40Co20 262.684544003583
B40Co40Be20 260.392841129868
B60Co20Be20 253.326217165369
Gd60B20Ag20 214.304185033658
Ag40Gd40B20 209.002141111908
Ag60B20Gd20 203.58830277151
B40Gd40Ag20 203.311775670256
B40Ag40Gd20 198.063800486049
B60Ag20Gd20 192.466525746888
Zn60B20Si20 294.970434092055
Si40Zn40B20 291.00327619703
Si60B20Zn20 286.655528878623
B40Zn40Si20 286.743909972685
B40Si40Zn20 282.535386687193
B60Si20Zn20 277.691016186609
Ti60Mg20Sc20 51.88935206705
Sc40Ti40Mg20 53.7593786354054
Sc60Mg20Ti20 55.9426758304595
Mg40Ti40Sc20 53.061953238211
Mg40Sc40Ti20 55.2602230647295
Mg60Sc20Ti20 54.7679707075255
Al60Mg20Sn20 36.8916093783144
Sn40Al40Mg20 38.8293863525569
Sn60Mg20Al20 41.0883374005758
Mg40Al40Sn20 38.2801125070764
Mg40Sn40Al20 40.5443917495268
Mg60Sn20Al20 40.1603092410275
Zr60Mg20P20 72.6973953157
P40Zr40Mg20 74.8755357486325
P60Mg20Zr20 77.2124894049974
Mg40Zr40P20 72.7609138442313
Mg40P40Zr20 75.0836616827798
Mg60P20Zr20 73.2714977228246
Co60Mg20Zr20 59.4046737149547
Zr40Co40Mg20 62.0193233528387
Zr60Mg20Co20 64.7920187039498
Mg40Co40Zr20 61.3833526211304
Mg40Zr40Co20 64.114249603104
Mg60Zr20Co20 63.6607278812515
Sn60Mg20Cr20 77.2645268341542
Cr40Sn40Mg20 79.2555587569819
Cr60Mg20Sn20 81.3271663589283
Mg40Sn40Cr20 78.1227096749471
Mg40Cr40Sn20 80.1451314051298
Mg60Cr20Sn20 79.2908833132401
Mo60Al20Zn20 108.911367835068
Zn40Mo40Al20 110.340248708226
Zn60Al20Mo20 111.683092115047
Al40Mo40Zn20 106.020060922155
Al40Zn40Mo20 107.374227947893
Al60Zn20Mo20 103.603798256165
Mg60Al20La20 52.8967099101135
La40Mg40Al20 55.9417959289482
La60Al20Mg20 59.0618674446994
Al40Mg40La20 56.3001974537761
Al40La40Mg20 59.3768903829081
Al60La20Mg20 59.8016952780155
Ca60Al20Gd20 77.3805850324545
Gd40Ca40Al20 79.7175051090166
Gd60Al20Ca20 82.0138690580002
Al40Ca40Gd20 78.202366031626
Al40Gd40Ca20 80.5170025477469
Al60Gd20Ca20 79.313406228029
Au60Al20Nb20 117.201126718868
Nb40Au40Al20 117.424460714919
Nb60Al20Au20 117.526753207074
Al40Au40Nb20 113.812134949295
Al40Nb40Au20 113.985508918336
Al60Nb20Au20 110.758202300631
Cu60Al20La20 74.0943642801992
La40Cu40Al20 75.8172865371682
La60Al20Cu20 77.4901542428313
Al40Cu40La20 75.4778142093193
Al40La40Cu20 77.1466330364048
Al60La20Cu20 76.9299975667204
Zr60Si20Ni20 107.655314926612
Ni40Zr40Si20 107.694672801916
Ni60Si20Zr20 107.706319261338
Si40Zr40Ni20 105.482360213645
Si40Ni40Zr20 105.518486589411
Si60Ni20Zr20 103.615925236489
Ti60Si20W20 170.672485687644
W40Ti40Si20 168.360782651315
W60Si20Ti20 165.790447077827
Si40Ti40W20 164.656297925003
Si40W40Ti20 162.147891156259
Si60W20Ti20 158.570412661032
Nb60Si20Cu20 179.327518864136
Cu40Nb40Si20 178.303221085694
Cu60Si20Nb20 177.131020491089
Si40Nb40Cu20 172.047708697626
Si40Cu40Nb20 170.765909161892
