1308  Compositions 

alloy     Elastic Modulus, GPa
===============================
Fe40Li20B20Be20 59.6686197696915
Be40Li20B20Fe20 60.501670867459
B40Li20Be20Fe20 63.2697668166428
Li40B20Be20Fe20 61.0993324203628
Ti40Li20Mo20P20 58.938696061761
P40Li20Mo20Ti20 58.6344968503961
Mo40Li20P20Ti20 61.9188963812723
Li40Mo20P20Ti20 60.6279959612237
Ni40Li20Ca20Al20 42.1235145022626
Al40Li20Ca20Ni20 41.0137910941025
Ca40Li20Al20Ni20 43.6883237305236
Li40Ca20Al20Ni20 43.4630906727562
B40Li20Al20Au20 80.5690714179916
Au40Li20Al20B20 84.8542728362812
Al40Li20Au20B20 86.2015274510762
Li40Al20Au20B20 82.9315539700314
Nb40Li20Si20Co20 69.7157669912076
Co40Li20Si20Nb20 72.6580490867159
Si40Li20Co20Nb20 74.6935342993717
Li40Si20Co20Nb20 71.9142369571552
Nb40Be20Sc20Zn20 146.24772897603
Zn40Be20Sc20Nb20 160.64423391414
Sc40Be20Zn20Nb20 157.270793077055
Be40Sc20Zn20Nb20 151.752933447089
Au40Be20Mo20Sc20 132.737741358586
Sc40Be20Mo20Au20 144.555509115542
Mo40Be20Sc20Au20 140.467182033415
Be40Mo20Sc20Au20 136.671003439588
W40Be20B20Au20 220.5274914612
Au40Be20B20W20 238.665176418563
B40Be20Au20W20 232.373431158006
Be40B20Au20W20 226.866590890517
Sc40Be20Cr20Mg20 98.4422344053267
Mg40Be20Cr20Sc20 105.140820801981
Cr40Be20Mg20Sc20 105.583541959509
Be40Cr20Mg20Sc20 102.028162455021
Si40Be20B20Mo20 262.102541841684
Mo40Be20B20Si20 273.443041326801
B40Be20Mo20Si20 271.793807620738
Be40B20Mo20Si20 266.989721962483
Sc40B20Ta20Sn20 244.927249987517
Sn40B20Ta20Sc20 260.393923646183
Ta40B20Sn20Sc20 255.89995460447
B40Ta20Sn20Sc20 250.754482686
Ca40B20Cr20Sn20 233.914341690987
Sn40B20Cr20Ca20 251.381069263299
Cr40B20Sn20Ca20 245.800375400871
B40Cr20Sn20Ca20 239.994244512416
Pd40B20Ca20Zr20 200.329427916773
Zr40B20Ca20Pd20 219.216757236429
Ca40B20Zr20Pd20 214.431031530839
B40Ca20Zr20Pd20 206.329180047562
Ca40B20Cu20Au20 178.600758558427
Au40B20Cu20Ca20 194.890999950811
Cu40B20Au20Ca20 189.92909159638
B40Cu20Au20Ca20 185.475149222407
Ag40B20Sc20Ta20 302.115679095678
Ta40B20Sc20Ag20 311.481810746462
Sc40B20Ta20Ag20 308.709019812437
B40Sc20Ta20Ag20 305.256685628279
Zn40Mg20Co20Fe20 56.4929241061526
Fe40Mg20Co20Zn20 57.7710692594912
Co40Mg20Fe20Zn20 59.4803063683142
Mg40Co20Fe20Zn20 58.0653558288633
Ca40Mg20La20Ta20 49.7526206055785
Ta40Mg20La20Ca20 50.3780540163778
La40Mg20Ta20Ca20 51.8291245967787
Mg40La20Ta20Ca20 50.5768064054436
Mo40Mg20Ni20La20 44.7879215808686
La40Mg20Ni20Mo20 44.7190140456244
Ni40Mg20La20Mo20 46.9149850180061
Mg40Ni20La20Mo20 46.2161764077078
Hf40Mg20Al20Sc20 67.7872041272623
Sc40Mg20Al20Hf20 67.7220210515184
Al40Mg20Sc20Hf20 70.48697959302
Mg40Al20Sc20Hf20 69.8886083822589
Be40Mg20Hf20Ca20 68.7258176698776
Ca40Mg20Hf20Be20 68.8120725041727
Hf40Mg20Ca20Be20 71.76004516192
Mg40Hf20Ca20Be20 70.9364954824999
W40Al20Nb20Be20 119.066520169457
Be40Al20Nb20W20 127.393089782609
Nb40Al20Be20W20 126.830966772335
Al40Nb20Be20W20 122.897934693452
Cu40Al20Sc20Gd20 67.4388888369209
Gd40Al20Sc20Cu20 67.7297727247433
Sc40Al20Gd20Cu20 70.1427502133329
Al40Sc20Gd20Cu20 69.4464228605907
Pd40Al20Ti20Zr20 98.9148501748766
Zr40Al20Ti20Pd20 105.078864951189
Ti40Al20Zr20Pd20 104.901651520347
Al40Ti20Zr20Pd20 102.227956986482
Cr40Al20Zn20Pd20 64.4526930183191
Pd40Al20Zn20Cr20 65.5911802460632
Zn40Al20Pd20Cr20 68.192585561138
Al40Zn20Pd20Cr20 66.4145354679865
Cr40Al20Co20Zn20 63.7416107765515
Zn40Al20Co20Cr20 64.376363412758
Co40Al20Zn20Cr20 66.6162946142695
Al40Co20Zn20Cr20 65.7644613396142
Mo40Si20B20La20 108.85769050917
La40Si20B20Mo20 116.829157066843
B40Si20La20Mo20 115.708433081318
Si40B20La20Mo20 112.818157867795
P40Si20Ni20Ta20 170.610137217787
Ta40Si20Ni20P20 182.931904325652
Ni40Si20Ta20P20 180.304137182973
Si40Ni20Ta20P20 175.640949907199
Mo40Si20Be20Ag20 123.759519817493
Ag40Si20Be20Mo20 133.028994821276
Be40Si20Ag20Mo20 132.297155077284
Si40Be20Ag20Mo20 127.815169373672
Al40Si20Ni20Mo20 172.315377109271
Mo40Si20Ni20Al20 185.884170236431
Ni40Si20Mo20Al20 184.192681574697
Si40Ni20Mo20Al20 178.204399189826
Ta40Si20W20Au20 222.487624441191
Au40Si20W20Ta20 237.31881387192
W40Si20Au20Ta20 232.671662922141
Si40W20Au20Ta20 227.122834016312
Au40P20Si20La20 38.7653332980768
La40P20Si20Au20 39.0027547346836
Si40P20La20Au20 40.2755081045611
P40Si20La20Au20 39.5579926843448
Zn40P20Au20Co20 27.3388197995629
Co40P20Au20Zn20 27.133817713253
Au40P20Co20Zn20 28.2932355665673
P40Au20Co20Zn20 27.9081391053969
Hf40P20Sc20Al20 39.4126125139238
Al40P20Sc20Hf20 38.9571962405847
Sc40P20Al20Hf20 40.9958391013511
P40Sc20Al20Hf20 40.4433098489601
Gd40P20Ca20W20 50.4890912661821
W40P20Ca20Gd20 51.3083675881177
Ca40P20W20Gd20 52.772634438932
P40Ca20W20Gd20 52.2779598088918
Sc40P20Pd20Co20 26.3022602341465
Co40P20Pd20Sc20 26.66211376257
Pd40P20Co20Sc20 27.3525825727825
P40Pd20Co20Sc20 26.680439111904
Sn40Ca20Mo20Mg20 50.4338128213852
